避難所名稱,地址,縣市,設施類型,緯度,經度,最近AQI測站,測站AQI,測站狀態,距離(公里),風險等級,預計收容人數
白河商工,新興路528號,臺南市白河區,室內,23.3527,120.4164,嘉義,42,良好,16.44,Low Risk,265
臺南市後壁區仕安社區活動中心,仕安72號,臺南市後壁區,室內,23.3539,120.32,嘉義,42,良好,20.54,Low Risk,200
長濱鄉老人會館,7鄰48號,臺東縣長濱鄉,室內,23.355514,121.469004,花蓮,35,良好,52.53,Low Risk,80
三間國民小學,7鄰16號,臺東縣長濱鄉,室內,23.35573,121.467768,花蓮,35,良好,52.52,Low Risk,110
中山藤寮分校童軍營區前排教室-室內,石?村藤寮54號,嘉義縣中埔鄉,室內,23.3558,120.5413,嘉義,42,良好,18.58,Low Risk,50
大埔國小永興分校舊校址-室內,永興22號,嘉義縣番路鄉,室內,23.3566,120.5914,嘉義,42,良好,21.64,Low Risk,22
布袋國中-室內,六棟寮40號,嘉義縣布袋鎮,室內,23.3595,120.1809,嘉義,42,良好,31.11,Low Risk,187
布袋國中-室外,六棟寮40號,嘉義縣布袋鎮,室外,23.3595,120.1809,嘉義,42,良好,31.11,Low Risk,424
白河國中,三間厝220號,臺南市白河區,室內,23.3614,120.4239,嘉義,42,良好,15.36,Low Risk,250
社口國小 室外,2鄰8號,嘉義縣中埔鄉,室外,23.3627,120.5476,嘉義,42,良好,18.29,Low Risk,50
臺南市後壁區平安社區活動中心,平安58-5號,臺南市後壁區,室內,23.3632,120.3334,嘉義,42,良好,18.88,Low Risk,70
臺南市後壁區公所總站,後壁129號,臺南市後壁區,室內,23.3658,120.362,嘉義,42,良好,17.02,Low Risk,120
臺南市後壁區頂長社區活動中心,長短樹58號,臺南市後壁區,室內,23.3659,120.3293,嘉義,42,良好,18.9,Low Risk,40
西平社區活動中心,莊敬街26號,彰化縣二林鎮,室內,23.366378,120.366378,嘉義,42,良好,16.74,Low Risk,18
香田國小,儒林路10-1號,彰化縣二林鎮,室內,23.366378,120.366378,嘉義,42,良好,16.74,Low Risk,60
中西社區活動中心,中三路1號,彰化縣二林鎮,室內,23.366378,120.366378,嘉義,42,良好,16.74,Low Risk,60
廣興國小,廣興巷2-1號,彰化縣二林鎮,室內,23.366378,120.366378,嘉義,42,良好,16.74,Low Risk,75
老人文康活動中心,明德街249號,彰化縣二林鎮,室內,23.366378,120.366378,嘉義,42,良好,16.74,Low Risk,303
臺南市後壁區後壁侯伯社區活動中心,後壁193號,臺南市後壁區,室內,23.3673,120.3664,嘉義,42,良好,16.65,Low Risk,150
大竹國小,大竹3號,臺南市白河區,室內,23.3683,120.4127,嘉義,42,良好,14.82,Low Risk,30
頂六國小活動中心-室內,金蘭村頂山門25號,嘉義縣中埔鄉,室內,23.3703,120.509,嘉義,42,良好,15.61,Low Risk,100
中埔國小-室外,中正路1號,嘉義縣中埔鄉,室外,23.3703,120.509,嘉義,42,良好,15.61,Low Risk,2500
中埔國中活動中心-室內,中埔村177號,嘉義縣中埔鄉,室內,23.3707,120.4975,嘉義,42,良好,15.12,Low Risk,500
臺南市後壁區新嘉社區活動中心,新嘉172號,臺南市後壁區,室內,23.3721,120.3103,嘉義,42,良好,19.68,Low Risk,55
臺南市後壁區新東國小,仕安81號,臺南市後壁區,室內,23.3727,120.3095,嘉義,42,良好,19.69,Low Risk,400
臺南市後壁區土溝社區活動中心,土溝56-18號,臺南市後壁區,室內,23.3734,120.3872,嘉義,42,良好,15.1,Low Risk,150
下潭國小室外,196號,嘉義縣鹿草鄉,室外,23.373691,120.28601,嘉義,42,良好,21.38,Low Risk,250
隙頂國小草山分校舊校址-室內,22號,嘉義縣番路鄉,室內,23.3745,120.6371,嘉義,42,良好,23.87,Low Risk,22
下潭社區活動中心,196號,嘉義縣鹿草鄉,室內,23.374584,120.286841,嘉義,42,良好,21.25,Low Risk,180
竹門國小,竹門113號,臺南市白河區,室內,23.3766,120.445,嘉義,42,良好,13.51,Low Risk,95
九江社區活動中心,環河街1號,嘉義縣布袋鎮,室內,23.3773,120.1565,嘉義,42,良好,32.43,Low Risk,49
臺南市後壁區菁寮墨林社區活動中心,菁寮77號,臺南市後壁區,室內,23.3785,120.3351,嘉義,42,良好,17.45,Low Risk,100
臺南市後壁區菁寮國小,墨林282號,臺南市後壁區,室內,23.3787,120.339,嘉義,42,良好,17.18,Low Risk,400
布新國小-室內,文昌街61號,嘉義縣布袋鎮,室內,23.3788,120.1522,嘉義,42,良好,32.76,Low Risk,133
臺南市後壁區菁豐社區活動中心,菁豐68-3號,臺南市後壁區,室內,23.3788,120.3469,嘉義,42,良好,16.67,Low Risk,200
布新國小-室外,文昌街61號,嘉義縣布袋鎮,室外,23.378925,120.152166,嘉義,42,良好,32.76,Low Risk,1003
光榮國小-室內,64號,嘉義縣義竹鄉,室內,23.3795,120.2474,嘉義,42,良好,24.16,Low Risk,70
光榮國小-室外,64號,嘉義縣義竹鄉,室外,23.3795,120.2474,嘉義,42,良好,24.16,Low Risk,280
玉豐國小,玉豐85號,臺南市白河區,室內,23.3802,120.4159,嘉義,42,良好,13.46,Low Risk,50
大禹社區活動中心,大禹226號,花蓮縣玉里鎮,室內,23.3805,121.3289,花蓮,35,良好,53.95,Low Risk,40
臺南市後壁區德馨宮,墨林321號,臺南市後壁區,室內,23.3808,120.3358,嘉義,42,良好,17.21,Low Risk,120
中埔國小活動中心-室內,中埔村中正路1號,嘉義縣中埔鄉,室內,23.3815,120.5307,嘉義,42,良好,15.59,Low Risk,100
同仁國小 室外,同仁24號,嘉義縣中埔鄉,室外,23.3815,120.5307,嘉義,42,良好,15.59,Low Risk,600
臺南市後壁區崁頂社區活動中心,崁頂38-2號,臺南市後壁區,室內,23.3818,120.3451,嘉義,42,良好,16.52,Low Risk,100
布袋鎮立幼兒園,東港130號之21,嘉義縣布袋鎮,室內,23.381869,120.191066,嘉義,42,良好,29.02,Low Risk,96
見龍社區活動中心,內田2號之4,嘉義縣布袋鎮,室內,23.382,120.1808,嘉義,42,良好,29.96,Low Risk,55
布袋國小-室內,65號,嘉義縣布袋鎮,室內,23.3824,120.1712,嘉義,42,良好,30.83,Low Risk,140
布袋國小-室外,新厝仔65號,嘉義縣布袋鎮,室外,23.3824,120.1712,嘉義,42,良好,30.83,Low Risk,1407
景山國小-室外,東港136號,嘉義縣布袋鎮,室外,23.3827,120.1933,嘉義,42,良好,28.78,Low Risk,396
山美國小室內,61號,嘉義縣阿里山鄉,室內,23.383138,120.668975,嘉義,42,良好,26.11,Low Risk,100
碧潭社區活動中心,18之3號,嘉義縣鹿草鄉,室內,23.38451,120.297035,嘉義,42,良好,19.74,Low Risk,50
臺南市後壁區後?社區活動中心,後?49-1號,臺南市後壁區,室內,23.3846,120.3373,嘉義,42,良好,16.79,Low Risk,60
碧潭國小室外,184號,嘉義縣鹿草鄉,室外,23.386773,120.299389,嘉義,42,良好,19.4,Low Risk,300
臺南市後壁區嘉田嘉民社區活動中心,嘉田76號,臺南市後壁區,室內,23.3868,120.3825,嘉義,42,良好,13.96,Low Risk,150
沄水社區活動中心,沄水村竹頭崎20號,嘉義縣中埔鄉,室內,23.3927,120.5195,嘉義,42,良好,13.92,Low Risk,30
重寮國小室外,160號,嘉義縣鹿草鄉,室外,23.393291,120.315098,嘉義,42,良好,17.71,Low Risk,350
觀音社區活動中心,觀音9-1號,花蓮縣玉里鎮,室內,23.3951,121.3573,花蓮,35,良好,51.31,Low Risk,0
灣潭國小 室外,17鄰1-1號,嘉義縣中埔鄉,室外,23.3968,120.5333,嘉義,42,良好,14.37,Low Risk,140
內角國小,內角1號,臺南市白河區,室內,23.3973,120.4409,嘉義,42,良好,11.22,Low Risk,280
瑞豐社區活動中心,瑞豐村坎?45號,嘉義縣中埔鄉,室內,23.3992,120.5266,嘉義,42,良好,13.74,Low Risk,30
圓山托兒所,同仁村同仁1-9號,嘉義縣中埔鄉,室內,23.4006,120.5121,嘉義,42,良好,12.78,Low Risk,50
和睦國小 室外,後庄16號,嘉義縣中埔鄉,室外,23.4036,120.5121,嘉義,42,良好,12.5,Low Risk,600
和興國小-室外,和興路91號,嘉義縣中埔鄉,室外,23.4036,120.5121,嘉義,42,良好,12.5,Low Risk,1000
重寮社區活動中心,15鄰99之1號,嘉義縣鹿草鄉,室內,23.404675,120.341819,嘉義,42,良好,14.85,Low Risk,50
後堀社區活動中心,65之2號,嘉義縣鹿草鄉,室內,23.404675,120.341819,嘉義,42,良好,14.85,Low Risk,60
達邦國小里佳分校室內,20鄰31號,嘉義縣阿里山鄉,室內,23.405245,120.720934,嘉義,42,良好,29.91,Low Risk,10
太平國小,1鄰2號,花蓮縣卓溪鄉,室內,23.406,121.3205,花蓮,35,良好,51.75,Low Risk,100
太平社區活動中心,6鄰79-1號,花蓮縣卓溪鄉,室內,23.4071,121.3166,花蓮,35,良好,51.82,Low Risk,50
和美社區活動中心,和美村7鄰忠明路40巷8號,嘉義縣中埔鄉,室內,23.4072,120.5122,嘉義,42,良好,12.17,Low Risk,100
梅華活動中心,牛桃灣3-20號,嘉義縣朴子市,室內,23.408,120.2587,嘉義,42,良好,21.56,Low Risk,44
鹿草國中室外,439號,嘉義縣鹿草鄉,室外,23.4099,120.3129,嘉義,42,良好,16.73,Low Risk,1500
鹿草國中室內,439號,嘉義縣鹿草鄉,室內,23.410697,120.31309,嘉義,42,良好,16.66,Low Risk,80
同仁社區活動中心,同仁村11鄰同仁164號之5,嘉義縣中埔鄉,室內,23.4108,120.5488,嘉義,42,良好,14.3,Low Risk,30
南靖國小-室外,46號,嘉義縣水上鄉,室外,23.4109,120.3774,嘉義,42,良好,11.95,Low Risk,880
松梅國小[室外],345號,嘉義縣朴子市,室外,23.4114,120.2505,嘉義,42,良好,22.13,Low Risk,400
鹿草國小室外,296號,嘉義縣鹿草鄉,室外,23.41157,120.306853,嘉義,42,良好,17.13,Low Risk,400
隆興社區活動中心,隆興村中正路515號,嘉義縣中埔鄉,室內,23.4125,120.5299,嘉義,42,良好,12.81,Low Risk,30
和興國小圖書館-室內,和興村33鄰和興路91號,嘉義縣中埔鄉,室內,23.4129,120.5103,嘉義,42,良好,11.53,Low Risk,100
義興村活動中心,2鄰57-1號,嘉義縣水上鄉,室內,23.418214,120.422844,嘉義,42,良好,9.19,Low Risk,100
義興國小-室外,2-1號,嘉義縣水上鄉,室外,23.4184,120.4258,嘉義,42,良好,9.09,Low Risk,260
過溝國小-室內,頂厝1號,嘉義縣布袋鎮,室內,23.419651,120.183067,嘉義,42,良好,28.18,Low Risk,351
貴林國小-室外,82號,嘉義縣布袋鎮,室外,23.419879,120.214244,嘉義,42,良好,25.17,Low Risk,128
過溝多功能活動中心,過溝頂厝11號之2,嘉義縣布袋鎮,室內,23.4204,120.1822,嘉義,42,良好,28.24,Low Risk,226
龍門社區活動中心,龍門村龍山?33號,嘉義縣中埔鄉,室內,23.42188,120.517993,嘉義,42,良好,11.23,Low Risk,60
社口國小禮堂-室內,隆興村2鄰8號,嘉義縣中埔鄉,室內,23.4231,120.5241,嘉義,42,良好,11.55,Low Risk,30
大有國小圖書館-室內,裕民村石頭厝17號之1,嘉義縣中埔鄉,室內,23.4235,120.5235,嘉義,42,良好,11.47,Low Risk,50
東興社區活動中心,東興村5鄰25-1號,嘉義縣中埔鄉,室內,23.4242,120.5216,嘉義,42,良好,11.28,Low Risk,30
灣潭國小視聽教室-室內,灣潭村17鄰1-1號,嘉義縣中埔鄉,室內,23.4242,120.5216,嘉義,42,良好,11.28,Low Risk,50
中庄村活動中心,16鄰40之2號,嘉義縣水上鄉,室內,23.424345,120.433218,嘉義,42,良好,8.3,Low Risk,50
中埔國中-室外,177號,嘉義縣中埔鄉,室外,23.4244,120.5176,嘉義,42,良好,10.99,Low Risk,1500
溪洲村活動中心,13鄰83-1號,嘉義縣水上鄉,室內,23.424537,120.389382,嘉義,42,良好,10.0,Low Risk,35
忠和國中-室外,檳榔樹角6號,嘉義縣水上鄉,室外,23.4246,120.4501,嘉義,42,良好,8.18,Low Risk,600
中埔鄉公所,中埔村128號,嘉義縣中埔鄉,室內,23.425153,120.522942,嘉義,42,良好,11.3,Low Risk,60
忠和國小-室外,檳榔樹角35號,嘉義縣水上鄉,室外,23.4258,120.4479,嘉義,42,良好,8.04,Low Risk,750
水上國中-室外,進學街54號,嘉義縣水上鄉,室外,23.4261,120.3974,嘉義,42,良好,9.41,Low Risk,1000
同仁國小-室內,同仁村24號,嘉義縣中埔鄉,室內,23.4278,120.5566,嘉義,42,良好,13.74,Low Risk,100
社口社區活動中心,社口村9鄰番仔坑7號之1,嘉義縣中埔鄉,室內,23.4283,120.5614,嘉義,42,良好,14.12,Low Risk,30
水上鄉公所三樓,水上村正義路141號,嘉義縣水上鄉,室內,23.428457,120.39801,嘉義,42,良好,9.15,Low Risk,40
水上國小-室外,正義路182號,嘉義縣水上鄉,室外,23.4288,120.3972,嘉義,42,良好,9.16,Low Risk,1400
中山國小視聽教室-室內,石?村22號,嘉義縣中埔鄉,室內,23.4288,120.5125,嘉義,42,良好,10.28,Low Risk,30
松浦社區活動中心,松浦214-3號,花蓮縣玉里鎮,室內,23.4293,121.3737,花蓮,35,良好,47.16,Low Risk,0
隙頂國小-室外,隙頂4號,嘉義縣番路鄉,室外,23.4298,120.6601,嘉義,42,良好,23.14,Low Risk,44
隙頂國民小學-室內,隙頂40號,嘉義縣番路鄉,室內,23.4298,120.6601,嘉義,42,良好,23.14,Low Risk,71
裕民社區活動中心,裕民村石頭厝8號之1,嘉義縣中埔鄉,室內,23.4315,120.5126,嘉義,42,良好,10.06,Low Risk,30
成功國小-室外,153號,嘉義縣水上鄉,室外,23.4318,120.4756,嘉義,42,良好,7.97,Low Risk,600
三民社區活動中心,三民131-2號,花蓮縣玉里鎮,室內,23.4321,121.3498,花蓮,35,良好,47.84,Low Risk,25
竹村國小[室外],36號,嘉義縣朴子市,室外,23.4349,120.2389,嘉義,42,良好,22.24,Low Risk,400
柳林國小-室外,92號,嘉義縣水上鄉,室外,23.4356,120.4151,嘉義,42,良好,7.62,Low Risk,1000
網寮國小-室內,?田27號,嘉義縣東石鄉,室內,23.4361,120.1525,嘉義,42,良好,30.7,Low Risk,36
網寮國小-室外,?田27號,嘉義縣東石鄉,室外,23.4361,120.1525,嘉義,42,良好,30.7,Low Risk,490
龍崗國小-室內,131號,嘉義縣東石鄉,室內,23.4363,120.1832,嘉義,42,良好,27.65,Low Risk,38
龍崗國小-室外,131號,嘉義縣東石鄉,室外,23.4363,120.1832,嘉義,42,良好,27.65,Low Risk,527
古楓社區活動中心,12鄰4號,花蓮縣卓溪鄉,室內,23.4363,121.332,花蓮,35,良好,48.22,Low Risk,50
立山社區活動中心,6鄰58號,花蓮縣卓溪鄉,室內,23.4363,121.332,花蓮,35,良好,48.22,Low Risk,50
深坑社區活動中心,深坑村深坑85號之2,嘉義縣中埔鄉,室內,23.4383,120.5273,嘉義,42,良好,10.65,Low Risk,30
塭仔村圓明寺,3鄰69號,嘉義縣東石鄉,室內,23.4384,120.175,嘉義,42,良好,28.41,Low Risk,40
大埔國小永興分校-室外,永興22號,嘉義縣番路鄉,室外,23.4384,120.6072,嘉義,42,良好,17.75,Low Risk,160
龍隱寺-室外,14鄰觸口1號,嘉義縣番路鄉,室外,23.4384,120.6072,嘉義,42,良好,17.75,Low Risk,265
崁前活動中心,崁前24號,嘉義縣朴子市,室內,23.4389,120.2368,嘉義,42,良好,22.31,Low Risk,25
頂埔社區活動中心,頂埔村8鄰頂埔10-6號,嘉義縣中埔鄉,室內,23.439,120.5468,嘉義,42,良好,12.22,Low Risk,30
崙山國小,1鄰12號,花蓮縣卓溪鄉,室內,23.4391,121.3443,花蓮,35,良好,47.38,Low Risk,100
崙山社區活動中心,1鄰11-1號,花蓮縣卓溪鄉,室內,23.4393,121.3438,花蓮,35,良好,47.38,Low Risk,50
和興社區活動中心,和興村中華路305巷246號,嘉義縣中埔鄉,室內,23.4394,120.4516,嘉義,42,良好,6.55,Low Risk,30
金蘭社區活動中心,金蘭村1鄰14號,嘉義縣中埔鄉,室內,23.4401,120.5068,嘉義,42,良好,8.96,Low Risk,30
永慶高中[室外],信義二路1號,嘉義縣太保市,室外,23.4402,120.3404,嘉義,42,良好,12.53,Low Risk,70
公田社區活動中心,番路鄉公田村6鄰34-1號,嘉義縣番路鄉,室內,23.441,120.6382,嘉義,42,良好,20.63,Low Risk,35
和睦社區活動中心,和睦村14鄰公?42-18號,嘉義縣中埔鄉,室內,23.4427,120.4742,嘉義,42,良好,6.81,Low Risk,30
石?社區活動中心,石?村中山國小旁,嘉義縣中埔鄉,室內,23.4428,120.4536,嘉義,42,良好,6.2,Low Risk,50
嘉義市垃圾焚化廠,湖子內路741號,嘉義市西區,室內,23.44316,120.44156,嘉義,42,良好,6.12,Low Risk,150
大崙國小-室外,111號,嘉義縣水上鄉,室外,23.4434,120.3584,嘉義,42,良好,10.79,Low Risk,1000
義仁社區活動中心,義仁村挖仔厝17號前面,嘉義縣中埔鄉,室內,23.4443,120.529,嘉義,42,良好,10.38,Low Risk,30
春珠社區活動中心,1鄰8號,嘉義縣太保市,室內,23.4446,120.3299,嘉義,42,良好,13.23,Low Risk,70
三和公園活動中心,和睦村13鄰中華路630巷43-3號,嘉義縣中埔鄉,室外,23.4447,120.459,嘉義,42,良好,6.09,Low Risk,30
大有國小-室外,石頭厝17之1,嘉義縣中埔鄉,室外,23.4456,120.4958,嘉義,42,良好,7.75,Low Risk,50
中山國小 室外,22號,嘉義縣中埔鄉,室外,23.4456,120.4958,嘉義,42,良好,7.75,Low Risk,100
灣潭社區活動中心,灣潭村客庄15鄰15-7號,嘉義縣中埔鄉,室內,23.4457,120.4597,嘉義,42,良好,6.0,Low Risk,30
逐鹿社區活動中心,18鄰梅花七路3巷1號,嘉義縣番路鄉,室內,23.448022,120.582035,嘉義,42,良好,14.97,Low Risk,100
洲仔代天府,4鄰44-1號,嘉義縣東石鄉,室內,23.4513,120.1945,嘉義,42,良好,26.15,Low Risk,300
頂六國小-室外,頂山門25號,嘉義縣中埔鄉,室外,23.4521,120.4632,嘉義,42,良好,5.41,Low Risk,1200
和睦國小綜合教室-室內,和美村後庄16號,嘉義縣中埔鄉,室內,23.452229,120.463166,嘉義,42,良好,5.4,Low Risk,100
十字村活動中心,52號,嘉義縣阿里山鄉,室內,23.4531,120.7494,嘉義,42,良好,31.37,Low Risk,20
達邦國小室內,1鄰1號,嘉義縣阿里山鄉,室內,23.453204,120.749376,嘉義,42,良好,31.36,Low Risk,50
鴿溪寮活動中心,3鄰鴿溪寮23號,嘉義縣水上鄉,室內,23.453319,120.413159,嘉義,42,良好,5.99,Low Risk,15
興化?社區活動中心,富收村興化?23-60號,嘉義縣中埔鄉,室內,23.4537,120.4712,嘉義,42,良好,5.58,Low Risk,50
大鄉國小[室外],560號,嘉義縣朴子市,室外,23.4539,120.2612,嘉義,42,良好,19.46,Low Risk,200
民和社區活動中心,4鄰12號,嘉義縣番路鄉,室內,23.4539,120.5879,嘉義,42,良好,15.3,Low Risk,62
北回國小-室外,榮典路100號,嘉義縣水上鄉,室外,23.4544,120.4098,嘉義,42,良好,6.09,Low Risk,600
福濟宮,3鄰150號,嘉義縣太保市,室內,23.4548,120.3293,嘉義,42,良好,12.82,Low Risk,80
太保國中[室外],36號,嘉義縣太保市,室外,23.454862,120.329264,嘉義,42,良好,12.82,Low Risk,600
田尾社區活動中心,2鄰田尾15號,嘉義縣太保市,室內,23.455,120.3316,嘉義,42,良好,12.59,Low Risk,50
太保國小[室外],31號,嘉義縣太保市,室外,23.455,120.3316,嘉義,42,良好,12.59,Low Risk,500
春日社區活動中心,75-1號,花蓮縣玉里鎮,室內,23.455,121.3967,花蓮,35,良好,43.64,Low Risk,35
後潭社區發展協會,294號,嘉義縣太保市,室內,23.4553,120.3443,嘉義,42,良好,11.39,Low Risk,50
奉天宮濟公廟,崎仔頭736之1號,嘉義縣水上鄉,室內,23.4555,120.4291,嘉義,42,良好,5.03,Low Risk,180
慈玄宮,溪興街28之2號,嘉義市東區,室內,23.4555,120.4566,嘉義,42,良好,4.86,Low Risk,150
祥和國小[室外],祥和二路西段9號,嘉義縣朴子市,室外,23.4569,120.2871,嘉義,42,良好,16.82,Low Risk,200
新福社區活動中心,6鄰14號,嘉義縣番路鄉,室內,23.4576,120.5304,嘉義,42,良好,9.73,Low Risk,35
東石鄉老人文康中心,151-10號,嘉義縣東石鄉,室內,23.4582,120.1506,嘉義,42,良好,30.43,Low Risk,94
大鄉活動中心,大?榔197-3號,嘉義縣朴子市,室內,23.4582,120.2622,嘉義,42,良好,19.24,Low Risk,38
崙頂里集會所,4鄰21號,嘉義縣太保市,室內,23.4585,120.3111,嘉義,42,良好,14.43,Low Risk,20
蘇厝活動中心,蘇厝村82號,嘉義縣六腳鄉,室內,23.458776,120.58654,嘉義,42,良好,15.01,Low Risk,80
東石鄉公所,3號,嘉義縣東石鄉,室內,23.4589,120.1537,嘉義,42,良好,30.11,Low Risk,104
安東國小[室內],1號,嘉義縣太保市,室內,23.4589,120.3098,嘉義,42,良好,14.54,Low Risk,30
安東國小[室外],1號,嘉義縣太保市,室外,23.4589,120.3098,嘉義,42,良好,14.54,Low Risk,600
興安國民小學,興安街35號,嘉義市東區,室內,23.4597,120.4552,嘉義,42,良好,4.38,Low Risk,450
舞鶴社區活動中心,14鄰中正南路二段278號,花蓮縣瑞穗鄉,室內,23.4602,121.3536,花蓮,35,良好,44.85,Low Risk,100
安仁社區活動中心,5鄰頂港子墘10之1號,嘉義縣太保市,室內,23.4603,120.3332,嘉義,42,良好,12.23,Low Risk,30
光路社區活動中心,新民路555巷6號,嘉義市西區,室內,23.46073,120.44009,嘉義,42,良好,4.2,Low Risk,40
大同國小[室外],大同路239號,嘉義縣朴子市,室外,23.4609,120.2406,嘉義,42,良好,21.33,Low Risk,300
東石國小-室外,117號,嘉義縣東石鄉,室外,23.461,120.1543,嘉義,42,良好,30.01,Low Risk,185
東石國小-室內,117號,嘉義縣東石鄉,室內,23.461,120.1543,嘉義,42,良好,30.01,Low Risk,247
朴子國中[室外],大同路245號,嘉義縣朴子市,室外,23.4611,120.2389,嘉義,42,良好,21.5,Low Risk,400
靜浦國小大禮堂,64號,花蓮縣豐濱鄉,室內,23.4615,121.4954,花蓮,35,良好,40.48,Low Risk,0
東榮國中-室內,39-2號,嘉義縣東石鄉,室內,23.4619,120.1727,嘉義,42,良好,28.14,Low Risk,37
東榮國中-室外,39-2號,嘉義縣東石鄉,室外,23.4619,120.1727,嘉義,42,良好,28.14,Low Risk,481
半天岩紫雲寺-室內,2鄰岩仔6號,嘉義縣番路鄉,室內,23.4622,120.5953,嘉義,42,良好,15.76,Low Risk,53
內甕社區活動中心,3鄰38-29號,嘉義縣番路鄉,室內,23.4625,120.5234,嘉義,42,良好,8.85,Low Risk,55
內甕國小-室外,凸湖3鄰1-1號,嘉義縣番路鄉,室外,23.4631,120.5228,嘉義,42,良好,8.76,Low Risk,480
港墘國小-室內,64號,嘉義縣東石鄉,室內,23.4638,120.2138,嘉義,42,良好,23.97,Low Risk,39
港墘國小-室外,64號,嘉義縣東石鄉,室外,23.4638,120.2138,嘉義,42,良好,23.97,Low Risk,530
民和國小-室外,菜公店91號,嘉義縣番路鄉,室外,23.464,120.5531,嘉義,42,良好,11.58,Low Risk,860
民和國民小學-室內,菜公店91號,嘉義縣番路鄉,室內,23.46411,120.553073,嘉義,42,良好,11.57,Low Risk,80
嘉義市西區區公所,錦州二街２８號４樓,嘉義市西區,室內,23.4645,120.43538,嘉義,42,良好,3.88,Low Risk,50
老人文康中心,4鄰101-5號,嘉義縣番路鄉,室內,23.4646,120.554,嘉義,42,良好,11.65,Low Risk,49
番路社區活動中心,4鄰54號,嘉義縣番路鄉,室內,23.4648,120.5675,嘉義,42,良好,12.95,Low Risk,22
民和國中-室外,菜公店30號,嘉義縣番路鄉,室外,23.465,120.555,嘉義,42,良好,11.73,Low Risk,1444
朴子市公所,光復路34號,嘉義縣朴子市,室內,23.4651,120.247,嘉義,42,良好,20.6,Low Risk,34
興嘉國民小學,重慶路51號,嘉義市西區,室內,23.46525,120.43795,嘉義,42,良好,3.74,Low Risk,2135
東勢社區活動中心,8鄰東勢寮82號,嘉義縣太保市,室內,23.4658,120.3038,嘉義,42,良好,14.92,Low Risk,30
朴子國小[室外],山通路11號,嘉義縣朴子市,室外,23.4666,120.2479,嘉義,42,良好,20.48,Low Risk,700
